contractor_name,license_number,specialty,permit_count,total_project_value
JM Landscaping LLC,JMLANLL891RE,General Contractor,1,20000
JOHANSEN INTERIORS LLC,JOHANIL793P1,General Contractor,1,30000
JOHN CARPENTER CONST INC,JOHNCCC952CD,General Contractor,1,40000
JOHN SALO CONSTRUCTION,JOHNSSC750OP,General Contractor,1,35000
JOHNSON AND SONS CONST LLC,JOHNSSC921KZ,General Contractor,1,50000
JOHNSON DESIGN HOMES,JOHNSDH766BE,General Contractor,1,94742
JOHNSON LYRIC CONSTRUCTION CO,JOHNSLC131PB,General Contractor,1,225000
JOSE FRANCISCO OSUNA PINEDA,NATIORC792M6,Single Family/Duplex,1,178838
JP. REMODEL SERVICE LLC,JPREMRS751JZ,General Contractor,1,13750
JSR CONSTRUCTION LLC,JSRCOCL785O9,General Contractor,1,35000
JTM Construction,JTMCOCI813DL,Commercial,1,350000
JUMAGUES CONSTRUCTION LLC,JUMAGCL782J5,General Contractor,1,600000
JVB CONTRACTORS LLC,JVBCOCL781ND,General Contractor,1,25093
JVM CONSTRUCTION LLC,JVMCOCL819PB,General Contractor,1,211107
JW BUILDERS LLC,JWBUIBL844CQ,General Contractor,1,30000
JY CONSTRUCTION,JYCONC*772JP,General Contractor,1,82278
Jason Hensley,SKYLIC*773DW,Commercial,1,191216
Jesus Gallegos,,Single Family/Duplex,1,22541
Joy Silver,TUFFSI*038RZ,Single Family/Duplex,1,25000
K S CONSTRUCTION INC,KSCONI*005N5,General Contractor,1,650000
KARUNA BUILD LLC,KARUNBL837K2,General Contractor,1,65000
KASSAM CONSTRUCTION LLC,KASSACL890MJ,General Contractor,1,2000000
KAY CONSTRUCTION LLC,KAYCOCL885NH,General Contractor,1,80000
KCS CONSTRUCTION GROUP LLC,KCSCOCG758PZ,General Contractor,1,647285
KEEN EYE BUILD LLC,KEENEEB772LO,General Contractor,1,110000
KELBY MCCORKLE,TURNECC237D2,Commercial,1,482000
KENT SIDING LLC,KENTSSL866RC,General Contractor,1,30000
KEVALS PAVERS LLC,KEVALPL790JZ,General Contractor,1,1000
KIROVA CONSTRUCTION LLC,KIROVCL834DU,General Contractor,1,275000
KMAC CONSTRUCTION LLC,KMACCCL764MK,General Contractor,1,250000
KOLKAY ELECTRIC INC,KOLKAEI851CL,General Contractor,1,250000
KONSKER ELECTRIC LLC,KONSKEL874QO,General Contractor,1,100000
KPA REMODELING LLC,KPARERL764KC,General Contractor,1,20000
KRB CONCEPTS LLC,KRBCOCL770JC,General Contractor,1,26600
KRUEGER SHEET METAL CO,KRUEGSM356O9,General Contractor,1,30000
KUNNEN DESIGN/BUILD INC,KUNNEDI995JW,General Contractor,1,2500
KURKOV CONSTRUCTION LLC,KURKOCL881KS,General Contractor,1,50000
KYSAR LLC,KYSARL*924RJ,General Contractor,1,200000
Kassel and Associates,,Institutional,1,500000
Kit A Murray,WAZABB*789PK,Multifamily,1,50000
Kwaku Tagoe,,Single Family/Duplex,1,80000
L & Z GENERAL CONTRACTOR LLC,LZGENZG773PE,General Contractor,1,198967
L A ENTERPRISES,LAENT**044KZ,General Contractor,1,10000
L D SANDERS CONSTRUCTION LLC,LDSANDS961D5,General Contractor,1,250000
L W SUNDSTROM INC,LWSUNI*011PF,General Contractor,1,400000
LAKEFRONT BUILDERS LLC,LAKEFBL776CL,General Contractor,1,40000
LAKESHORE CONST SVCS LLC,LAKESCS873LP,General Contractor,1,150000
LAKEVIEW CONSTRUCTION LLC,LAKEVCL803J8,Commercial,1,90000
LAND&HAUS,LANDH**759QQ,General Contractor,1,25000
LANDAU ASSOCIATES INC,LANDAAI034MN,General Contractor,1,104284
LANDMARK CUSTOM CONST INC,LANDMCC843KK,General Contractor,1,150000
LANGCO INC,LANGCI*986N6,General Contractor,1,5000
LARSEN GENERAL CONTRACTING,LARSEGC012RS,General Contractor,1,30000
LASTING HOMES LLC,LASTIHL798KL,General Contractor,1,78000
LASTINGNEST INC,LASTII*077OM,General Contractor,1,386730
LATS CONSTRUCTION,LATSC**001NG,General Contractor,1,100000
LATU CONCRETE DESIGN,LATUCCD816JZ,General Contractor,1,84000
LBC CONSTRUCTION,LBCCOC*831NG,General Contractor,1,800000
LE'S FENCE LLC,LESFEFL830C2,General Contractor,1,15000
LEASE CRUTCHER LEWIS LLC,LEASECL990DA,General Contractor,1,35000
LEVY CONSTRUCTION LLC,LEVYCCL782DC,General Contractor,1,85000
LINE BY LINE DESIGN LLC,LINELLD775RO,General Contractor,1,100000
LINMAK CONSTRUCTION LLC,LINMACL792DQ,General Contractor,1,75000
LITTELL HOUSE CONSTRUCTION LLC,LITTEHC810RK,General Contractor,1,250000
LIsa L Price,JACKSDB835CB,Single Family/Duplex,1,50000
LMS LANDSCAPES,LMSLAL*781NR,General Contractor,1,30000
LOMMEN BROTHERS CONSTRUCTION,LOMMEBC771R7,General Contractor,1,100000
LONGBRANCH CONSTRUCTION LLC,LONGBCL794LQ,General Contractor,1,120000
LOVE CONSTRUCTION,LOVECC*802N4,General Contractor,1,25000
LOW INCOME HOUSING INSTITUTE,LOWINHI983BT,General Contractor,1,44968
LOYAL DESIGN LLC,LOYALDL771L8,General Contractor,1,5000
LS CARPENTRY,LSCARC*901D5,General Contractor,1,20000
LUNA HOME IMPROVEMENTS LLC,LUNAHHI812MA,General Contractor,1,25000
LUXE DESIGN & BUILD LLC,LUXEDDB771QF,General Contractor,1,15000
LUXE STIJL DESIGN LLC,LUXESSD857CQ,General Contractor,1,150000
LZG Construction LLC,LZGCOCL873PP,General Contractor,1,5000
Latona Custom Homes LLC,LATONH*761JN,Single Family/Duplex,1,600000
Launch Renovation + Design Inc,LAUNCRD867PC,General Contractor,1,80000
Layland Construction LLC,LAYLACL867LD,General Contractor,1,10000
Luis Vera,,Single Family/Duplex,1,260433
Lund Opsahl,,Institutional,1,499534
M A D CONSTRUCTION LLC,MADCOL*971BF,General Contractor,1,1500000
M C BELLAN CONSTRUCTION INC,MCBELCI121Q9,General Contractor,1,930568
M SQUARED CONSTRUCTION,MSQUASC867BT,General Contractor,1,63339
M&B CONSTRUCTION,MBCONC*836NT,General Contractor,1,80000
MA REMODELING LLC,MAREMRL791NZ,General Contractor,1,367372
MACDONALD-MILLER FAC SOLNS LLC,MACDOFS808OS,General Contractor,1,3300000
MACYCO LLC,MACYCL*852MP,General Contractor,1,50000
MADISON MASTER BUILDERS INC,MADISMB818JB,General Contractor,1,60000
MAGAVASA CONSTRUCTION LLC,MAGAVCL785NN,General Contractor,1,25000
MAGENTA HOME SERVICES LLC,MAGENHS786NW,General Contractor,1,72495
MAINTCO,MAINT**742DR,General Contractor,1,21000
MAINTPRO CONSTRUCTION LLC,MAINTCL771B3,General Contractor,1,35000
MARCELLOS GENERAL CONSTRUCTION,MARCEGC780L2,General Contractor,1,4500
MARK'S HOME REPAIRS/REMODELING,MARKSHR077KG,General Contractor,1,47876
MARQUISS CONSTRUCTION CO INC,MARQUCC121OA,General Contractor,1,25000
MASON CREEK CAPITAL LLC,MASONCC771NB,General Contractor,1,193543
MASTER EIFS LLC,MASTEEL814OD,General Contractor,1,75000
MASTER QUALITY PTG & CONST LLC,MASTEQP788D5,General Contractor,1,196000
MATAR CONSTRUCTION LLC,MATARCL742B3,General Contractor,1,350000
MATTHEW KING CONST CO LLC,MATTHKC010C2,General Contractor,1,20000
MAVIS BUILDERS LLC,MAVISBL790P3,General Contractor,1,128653
MAYCEJ LLC,MAYCEL*804OH,General Contractor,1,34000
MB HANDY,MBHANH*765C3,General Contractor,1,50000
MCKINSTRY ESSENTION LLC,MCKINEL874CL,General Contractor,1,1000000
MCR CONSTRUCTION INC,MCRCOCI852QD,General Contractor,1,50000
MEL BIG ALDANA CNCTE SLTNS LLC,MELBIBA787L1,General Contractor,1,53652
MENDOZA'S RSDNTL RMDLNG LLC,MENDORR784DJ,General Contractor,1,110081
MERCER BUILDERS LLC,MERCEBL942J7,General Contractor,1,1000
MERCER ISLAND REMODELING,MERCEIR762J4,General Contractor,1,2000
METABUILT LLC,METABL*782BL,General Contractor,1,221128
METRIX CONSTRUCTION INC,METRICI815L7,General Contractor,1,495522
MGD DESIGN BUILD LLC,MGDDEDB770C3,General Contractor,1,150000
"MICHELS CONSTRUCTION, INC",MICHECI794OG,General Contractor,1,4000000
MIKIYA SEATTLE UW LLC,MIKIYSU756O4,General Contractor,1,150000
"MILES AHEAD CONSTRUCTION, LLC",MILESAC753CN,General Contractor,1,50000
MILL DECKING LLC,MILLDDL742DP,General Contractor,1,61257
MILLENNIUM LANDSCAPE/CONST INC,MILLELI836MR,General Contractor,1,50000
MINAPENE LLC,MINAPL*774LM,General Contractor,1,10000
MINT BUILD LLC,MINTBBL875PC,General Contractor,1,700000
MIRACLE MEASURE LLC,MIRACML774LB,General Contractor,1,40000
MKP DESIGN LLC,MKPDEDL781ME,General Contractor,1,41390
MNBE CONSTRUCTION & DEV LLC,MNBECCD770R9,General Contractor,1,250000
MOBIUS BUILDERS LLC,MOBIUBL893RZ,General Contractor,1,85000
MODERN EXTERIOR SOLUTIONS LLC,MODERES842ML,General Contractor,1,10000
MORALES INVESTMENTS LLC,MORALIL751NE,General Contractor,1,20000
MORIS CONSTRUCTION LLC,MORISCL792J1,General Contractor,1,25000
MOSEYBOLT LLC,MOSEYL*808MU,General Contractor,1,100000
MOUNTAIN VIEW PLUMBING,MOUNTVP780JH,General Contractor,1,35000
MOXIE COLLABORATIVE LLC,MOXIECL765L8,General Contractor,1,75000
MR ENTERPRISES,MRENTE*890J7,General Contractor,1,125000
MS PAINTING SERVICES,MSPAIPS869RH,General Contractor,1,150000
MSG HOME IMPROVEMENT LLC,MSGHOHI768KL,General Contractor,1,50000
MSQUARE CONSTRUCTION LLC,MSQUACL767PQ,General Contractor,1,87000
MULTI-M CONTRACTING,MULTIC*812B5,General Contractor,1,175000
MULTI-SERVICE DRYWALL LLC,MULTIDL804P3,General Contractor,1,320000
MY-WAY CONSTRUCTION LLC,MYWAYCL913P3,General Contractor,1,85000
MZK CONSTRUCTION LLC,MZKCOCL781JA,General Contractor,1,3000
Marcus Mortenson,RAFNC**061J7,Commercial,1,50000
Mary Koutrelakos,,Multifamily,1,60420847
Megan Brown-Nydegger,LAVILB*772QG,Single Family/Duplex,1,75000
Megan Stoke,DYNACI*999PW,Single Family/Duplex,1,1500000
Mike Soverel,,Single Family/Duplex,1,100000
Model Remodel,MODELL*971P1,Single Family/Duplex,1,60000
Mountain Construction,MOUNTC*840RO,General Contractor,1,1960501
Mr Q Construction LLC,MRQCOQC872LE,General Contractor,1,60000
N AND K CONSTRUCTION OF WA INC,NKCONKC869KG,General Contractor,1,22000
N P M CONSTRUCTION CO,NPMCOCC907OL,General Contractor,1,8415
N2 DESIGN - BUILD LLC,N2DESDB795BL,General Contractor,1,150000
NATIONAL PLEASANT VALLEY CORP,NATIOPV804L5,General Contractor,1,3000
NEST DESIGN BUILD,NESTDDB921K9,General Contractor,1,41161
NEW COAST LANDSCAPE LLC,NEWCOCL837O9,General Contractor,1,2500
NEW HOME SOLUTIONS LLC,NEWHOHS862B8,General Contractor,1,100000
NEW HOMES CONSTRUCTION LLC,NEWHOHC817PQ,General Contractor,1,80000
NEW HORIZON CONSTRUCTION LLC,NEWHOHC884NB,General Contractor,1,245000
NEW HORIZON GENRL CONTRCTR LLC,NEWHOHG776N8,General Contractor,1,171032
NEW WEST CONSTRUCTION INC,NEWWECI110CP,General Contractor,1,2500000
NEWBILL PAINTING & CONTR LLC,NEWBIPC889LL,General Contractor,1,50000
NEXT LEVEL CONTRACTING LLC,NEXTLLC803KF,General Contractor,1,600000
NICO'S JL CONST SERVIS LLC,NICOSJC753BU,General Contractor,1,153230
NOBLE RIDGE CONSTRUCTION INC,,Single Family/Duplex,1,632690
NORTH EAST LANDSCPNG SRVCS LLC,NORTHEL841RA,General Contractor,1,35000
NORTH SEATTLE HANDYMAN LLC,NORTHSH833DT,General Contractor,1,25000
NORTHLIGHT CUSTOM BUILDERS LLC,NORTHCB862D6,General Contractor,1,357626
NORTHSTAR CG LP,NORTHCL852JC,General Contractor,1,100000
NORTHWEST HOME & BLDG SERVS,NORTHHB822NS,General Contractor,1,5000
NORTHWEST LABOR INDUSTRIES LLC,NORTHLI865DS,General Contractor,1,20000
NORTHWEST LEGACY CONST LLC,NORTHLC769P4,General Contractor,1,40000
NORTHWEST NATURAL LIGHTING,NORTHNL821J7,General Contractor,1,70977
NORTHWEST STRUCT & SHORING LLC,NORTHSS803DS,General Contractor,1,125000
NORWEST CONSTRUCTION INC,NORWECI852BM,General Contractor,1,40000
NORWOOD PNW LLC,NORWOPL752OW,General Contractor,1,174181
NOUMENA BUILT LLC,NOUMEBL761D1,General Contractor,1,45784
NOUVEAU CONSTRUCTION LLC,NOUVECL908R7,General Contractor,1,500000
NW EXPERT BUILDERS INC,NWEXPEB772RF,General Contractor,1,25000
NW PREMIUM HARDWOOD FLOORS INC,NWPREPH898K6,General Contractor,1,800000
NW PROJEX LLC,NWPROPL782C5,General Contractor,1,47800
NW PROPERTY & DEVELOPMENT LLC,NWPROPD862M8,General Contractor,1,400000
NW Permit Solutions,,Single Family/Duplex,1,250000
NW QUALITY CONSTRUCTION LLC,NWQUAQC939MK,General Contractor,1,82000
NWGC CORP,NWGCCC*796P8,General Contractor,1,185000
NWHP INC,NWHPII*800OD,General Contractor,1,60000
NYX CONSTRUCTION LLC,NYXCOCL766DD,General Contractor,1,60000
Nate Construction LLC,NATECCL917P3,General Contractor,1,25000
O M A CONSTRUCTION INC,OMACOI*023L6,General Contractor,1,75000
O'MALLEY BROTHERS INC,OMALLBI964RO,General Contractor,1,65000
OAK HILLS CONSTRUCTION,OAKHIHC837QL,General Contractor,1,65000
OCTAGON CONSTRUCT,OCTAGC*833N4,General Contractor,1,30000
OLD SCHOOL BUILDERS,OLDSCSB783J5,General Contractor,1,2500
OLIVER & BLUE CONSTRUCTION LLC,OLIVEBC833BP,General Contractor,1,60000
OLYMPIC SAUNAS LLC,OLYMPSL755DO,General Contractor,1,34861
OM CONSTRUCTION & SERVICES LLC,OMCONCS857KR,General Contractor,1,120000
OMEGA GENERAL INC,OMEGAGI895J2,General Contractor,1,30437
ONE STOP SERVICES LLC,ONESTSL940BT,General Contractor,1,93592
ONESTA LLC,ONESTL*823DZ,General Contractor,1,360713
ONIX CONSTRUCTION LLC,ONIXCCL791QA,General Contractor,1,75000
ORACLE CONTRNG SERVICES INC,ORACLCS911LT,General Contractor,1,280000
ORION HOME RENOVATIONS,ORIONHR762P4,General Contractor,1,20000
ORION MARINE CONTRACTORS INC,ORIONMC899N9,General Contractor,1,5000000
ORONA CONSTRUCTION LLC,ORONACL774DA,General Contractor,1,88674
OSBORNE CONSTRUCTION COMPANY,OSBORCC133PB,General Contractor,1,35000
OUTDOOR OFFICE LLC,OUTDOOL783MK,General Contractor,1,50000
OVERALL CONSTRUCTIONS,OVERAC*763LO,General Contractor,1,155738
OVERLANDING CONSTRUCTION LLC,OVERLCL793NF,General Contractor,1,30000
OXFORD CONSTRUCTION GROUP INC,OXFORCG806NG,General Contractor,1,150000
P & L GENERAL CONTRACTORS INC,PLGENC*204QK,General Contractor,1,175000
P T REMODELING & CONST LLC,PTREMTR824K4,General Contractor,1,50000
PACENT CONSTRUCTION,PACENC*791NQ,General Contractor,1,200000
PACIFIC BUILDING RESOURCES INC,PACIFBR829J3,General Contractor,1,225000
PACIFIC CONST & REMODELING INC,PACIFCR896OZ,General Contractor,1,400000
PACIFIC CUSTOM PAVERS & LNDSCP,PACIFCP763P1,General Contractor,1,20000
PACIFIC ENVIRONMENTAL SRVCS CO,PACIFES103BR,General Contractor,1,600000
PACIFIC EVERGREEN STRCTRS LLC,PACIFES752D1,General Contractor,1,6352
PACIFIC HOMES LLC,PACIFHL839OA,General Contractor,1,15000
PACIFIC LIVING CONSTR LLC,PACIFLC858DR,General Contractor,1,11400
PACIFIC MOBILE STRUCTURES INC,PACIFMS033DC,General Contractor,1,25000
PACIFIC NORTH BUILDING CO LLC,PACIFNB751M2,General Contractor,1,52330
PACIFIC NORTHERN ENVIRO LLC,PACIFNE822L5,General Contractor,1,75000
PACIFIC NORTHWEST PNTG SVC LLC,PACIFNP862B8,General Contractor,1,775743
PACIFIC NORTHWEST TOWERS LLC,PACIFNT834PU,General Contractor,1,20000
PACIFIC NW SIDING/WINDOWS INC,PACIFNS991BT,General Contractor,1,65000
PACIFIC PILE & MARINE LP,PACIFPM922J3,General Contractor,1,4000000
PACIFIC STRIPE LLC,PACIFSL797NT,General Contractor,1,1
PACIFIC TOWER CORPORATION,PACIFTC813CA,Commercial,1,15000
PALS CONSTRUCTION LLC,PALSCCL831N1,General Contractor,1,5000
PANEF CONSTRUCTION LLC,PANEFCL769N3,General Contractor,1,3500
PANTHEON CONCEPTS LLC,PANTHCL001MR,General Contractor,1,20000
PARADIGM FRAMING LINK INC,PARADFL023BH,General Contractor,1,200000
PARADISE CONSTRUCTION INC,PARADCI077PN,General Contractor,1,144881
PARS WA CONSTRUCTION INC,PARSWWC813D8,General Contractor,1,20000
PATRIOT'S CHOICE LLC,PATRICL877BJ,General Contractor,1,50000
PCT CONSTRUCTION LLC,PCTCOCL840KO,General Contractor,1,15000
PDP PERFECTION LLC,PDPPEPL930R1,General Contractor,1,5000
PEAK GENERAL CONTRACTING LLC,PEAKGGC804CC,General Contractor,1,50000
PEAK NW HOMES INC,PEAKNNH752P2,General Contractor,1,1527960
PEGASUS CONSTRUCTION & BLDG,PEGASCB794QA,General Contractor,1,346080
PERFECT DOCKS,PERFED*903DD,General Contractor,1,30000
PERFORMANCE FRAMING & DRYW LLC,PERFOFD772K5,General Contractor,1,59802
PERIDOT PROJECTS LLC,PERIDPL765KW,General Contractor,1,600327
PERRY EXCAVATION LLC,PERRYEL940BA,General Contractor,1,15000
PETRA INCORPORATED OF IDAHO,PETRAII927JM,General Contractor,1,200000
PHILIPP'S QUALITY CARPNTRY LLC,PHILIQC907JH,General Contractor,1,21327
PHILLIPS ENTERPRISES INC,PHILLEI846JR,General Contractor,1,62851
PIKO CONSTRUCTION INC,PIKOCCI891D1,General Contractor,1,35000
PINE RIDGE RENOVATIONS LLC,PINERRR746JL,General Contractor,1,230000
PIVOT POINT,PIVOTP*764RL,General Contractor,1,3500
PJ CONSTRUCTION LLC,PJCONCL762MR,General Contractor,1,154500
PLACE SERVICES INC,PLACESI871MB,General Contractor,1,90000
PLUTO CONSTRUCTION LLC,PLUTOCL787PS,General Contractor,1,100000
PLYWOOD PRODUCTIONS LLC,PLYWOPL812LD,General Contractor,1,30000
PNW QUALITY BUILDER LLC,PNWQUQB764JQ,General Contractor,1,47430
POLAR BEAR EXTERIOR SOLUTIONS,POLARBE780QB,General Contractor,1,150000
POLARIS CONSTRUCTION LLC,POLARCL775J4,General Contractor,1,207127
POOLPRO INC,POOLPI*044CK,General Contractor,1,100000
PORCUPINE BUILDERS,PORCUB*942NC,General Contractor,1,85000
PORTER HOMES LLC,PORTEHL825NZ,General Contractor,1,750000
POST TENSIONING SOLUTIONS LLC,POSTTTS838PS,General Contractor,1,15000
PREMIER HOME RMDL & CONST LLC,PREMIHR925DG,General Contractor,1,15000
PREMIER WATER DAMAGE & CONSTR,PREMIWD950LA,General Contractor,1,250000
PRESCO TELECOMMUNICATIONS INC,PRESCTI073BN,General Contractor,1,150000
PRICE BUSTERS PLUMBING,PRICEBP869MA,General Contractor,1,15000
PRIME BUILDERS W LLC,PRIMEBW743BW,General Contractor,1,15000
PRIME RENOVATIONS SEATTLE LLC,PRIMERS865LZ,General Contractor,1,50000
PROMAXX PAINTING INC,PROMAPI934QG,General Contractor,1,3000
PROSPECT CONSTRUCTION INC,PROSPCI022CD,General Contractor,1,5424896
PS SEATTLE GENERL CNSTRCTN LLC,PSSEASG817LR,General Contractor,1,10000
PSR WEST COAST BUILDERS INC,PSRWEWC911LK,General Contractor,1,105000
PUGET COVE CONSTRUCTION LLC,PUGETCC921DK,General Contractor,1,110000
PUGET PREMIER LLC,PUGETPL744JM,General Contractor,1,289131
PUGET SOUND BEGINNINGS LLC,PUGETSB792M6,General Contractor,1,50000
PUGET SOUND CONST PARTNERS INC,PUGETSC780N5,General Contractor,1,35000
PUGET SOUND DECK/FENCE LLC,PUGETSD829MR,General Contractor,1,12102
PURE CONSTRUCTION LLC,PURECCL818JW,General Contractor,1,104729
PUREDRY RESTORATION LLC,PUREDRL776OG,General Contractor,1,200000
Pete Eubanks,,Single Family/Duplex,1,300000
Pillar Resources,PILLAR*854PO,General Contractor,1,8000
Prestige Residential Const,PRESTRC860C7,General Contractor,1,161744
Property Maestro,PROPEML750J2,Multifamily,1,75000
QUALITY FENCE BUILDERS INC,QUALIFB107DF,General Contractor,1,60000
QUALITY HOUSE LLC,QUALIHL773JQ,General Contractor,1,300000
QUALITY TOUCH CONST SERVS LLC,QUALITC786M8,General Contractor,1,18000
QUANGBIEN CONSTRUCTION LLC,QUANGCL843QB,General Contractor,1,15000
QUANTUM BUILD LLC,QUANTBL841B1,General Contractor,1,180000
QUARTERSAWN,QUART**762DH,General Contractor,1,50000
QUERCUS LANDSCAPES INC,QUERCLI941OJ,General Contractor,1,50000
R & B CONSTRUCTION LLC,RBCONBC841KP,General Contractor,1,25000
R & R CONSTRUCTION INC,RRCONI*077QO,General Contractor,1,30000
R A POTTER CONSTRUCTION LLC,RAPOTCL957RH,General Contractor,1,65000
R C N W,RCNW*CN978L6,General Contractor,1,10400
R H SMITH CO INC,RHSMICI131LR,General Contractor,1,60000
R&D CRAFTSMEN LLC,RDCRACL809CK,General Contractor,1,85000
R&M BUILDERS LLC,RMBUIBL819C6,General Contractor,1,150000
RAGEN & ASSOCIATES LLC,RAGENAL991CZ,General Contractor,1,50000
RAIN CITY RENOVATION LLC,RAINCCR776KP,General Contractor,1,125000
RAINBOW OF MAGNOLIA LDSCPG INC,RAINBML994R4,General Contractor,1,30000
RAINIER ASPHALT SEALING LLC,RAINIAS991JO,General Contractor,1,30000
RAINIER CUSTOM HOMES INC,RAINICH852K1,General Contractor,1,45000
RAINIER DESIGN BUILD INC,RAINIDB750C6,General Contractor,1,62750
RAINIER ROCKERIES & CONST INC,RAINIRC810N7,General Contractor,1,50000
RAINSTATE EARTHWORKS,RAINSE*820R6,General Contractor,1,200000
RAMEX EXCAVATING LLC,RAMEXEL836D3,General Contractor,1,0
RAPIDO ROOFING & CONST LLC,RAPIDRC773PO,General Contractor,1,11548
"RAUGHT PREVENTION HOMES, LLC",RAUGHPH765DO,General Contractor,1,100000
RAVEN DESIGN + BUILD,RAVENDB952KP,General Contractor,1,150000
"RAVEN USA, LLC",RAVENUL794MM,General Contractor,1,30000
RC BROWN CONSTRUCTION LLC,RCBROBC883BZ,General Contractor,1,30000
RDH Construction Managemnt Inc,RDHCOCM905NS,General Contractor,1,8000000
REALITY HOMES INC,REALIHI984CN,General Contractor,1,238465
REBORN PROPERTIES LLC,REBORPL802JS,General Contractor,1,100000
REDPOINT CONSTRUCTION INC,REDPOCI972J5,General Contractor,1,200000
REFINED RENOVATIONS LLC,REFINRL760CM,General Contractor,1,123771
REFINO SERVICES LLC,REFINSL901C6,General Contractor,1,80000
REFRIGERATION UNLIMITED LLC,REFRIUL826NH,General Contractor,1,25000
REFUGE REVIVAL,REFUGR*762RD,General Contractor,1,50000
REIDEL ROOFING INC,REIDERI928D5,General Contractor,1,30000
REJUVE HOME RENOVATION LLC,REJUVHR771B6,General Contractor,1,14000
RELCO DESIGN BUILD LLC,RELCODB779BC,Commercial,1,36000
RELIABLE FACILITIES SOLTN LLC,RELIAFS791RA,General Contractor,1,0
RELIABLE REPAIR & RENOVATION,RELIARR785M9,General Contractor,1,12000
REMEDIES & REPAIRS INC,REMEDRI961PK,General Contractor,1,50000
REMODEL PROS LLC,REMODPL919DJ,General Contractor,1,478332
RENOVATE BUILDERS,RENOVB*760KG,General Contractor,1,5000
RENOVATE TO LIST LLC,RENOVLL801D5,General Contractor,1,56960
RENOVATIONS 206 LLC,RENOV2L746BK,General Contractor,1,6150
RESCON INC,RESCOI*894CW,General Contractor,1,25000
RESOLVE GENERAL CONSTRUCTION,RESOLGC804OA,General Contractor,1,13800
RESTORATION 24,RESTO2*772OJ,General Contractor,1,491843
RESTORED HOMES LLC,RESTOHL752JJ,General Contractor,1,717589
REYNOLDS GENERAL CONTRNG INC,REYNOGC883JE,General Contractor,1,130000
REZ CONSTRUCTION,REZCOC*8237C,General Contractor,1,6500
RFS CONSTRUCTION,RFSCOC*864LD,General Contractor,1,10000
RG COVERALL CONSTRUCTION LLC,RGCOVCC771KR,General Contractor,1,100000
RHODES CREATIONS INC,RHODECI915O5,General Contractor,1,150000
RICH LANDSCAPING INC,RICHLI*110JP,General Contractor,1,75000
RICHARD'S FINE CARPENTRY LLC,RICHAFC775DW,General Contractor,1,267084
RIDGELINE COMMUNICATIONS LLC,RIDGECL843KP,General Contractor,1,30000
RIEDMANN ENTERPRISES LLC,RIEDMEL904P9,General Contractor,1,45000
RIGGINS CONSTRUCTION LLC,RIGGICL903QN,General Contractor,1,20000
RITE PAINTING,RITEP**936RM,General Contractor,1,100000
RIVERA CONSTRUCTION LLC,RIVERCL763KP,General Contractor,1,5575
RM PNTG HNDYMN & JNTL SERV LLC,RMPNTPH744K8,General Contractor,1,150000
RNI CONSTRUCTION LLC,RNICOCL856BE,General Contractor,1,48521
ROBBINS & CO HOUSEMOVING INC,ROBBICH169NQ,General Contractor,1,7676
ROBERT RENOUARD,,Commercial,1,1500000
ROBERTS BUILT LLC,ROBERBL758BS,General Contractor,1,2500000
ROBERTS RESIDENTIAL CONST LLC,ROBERRC811N8,General Contractor,1,22160
ROCK QUALITY CONSTRUCTION INC,ROCKQCI064N2,General Contractor,1,190800
ROCKHOLD LLC,ROCKHL*754KZ,General Contractor,1,99000
RODARTE CONSTRUCTION INC,RODARI*225D9,General Contractor,1,200000
ROGER'S CONSTRUCTION SERVICES,ROGERCS850R9,General Contractor,1,72000
ROMAN POOLS LLC,ROMANPL801RZ,General Contractor,1,15000
ROMI CONSTRUCTION LLC,ROMICCL782J1,General Contractor,1,13000
ROMO BUILD,ROMOBB*754O3,General Contractor,1,63425
ROOF4LIFE,ROOF4**778BL,General Contractor,1,20000
ROOFS NORTHWEST LLC,ROOFSNL824KZ,General Contractor,1,3509
ROSELL HOME LLC,ROSELHL790D4,General Contractor,1,20000
ROT DOCTOR,ROTDOD*768D9,General Contractor,1,10000
ROYAL BEAR SERVICE LLC,ROYALBS774BL,General Contractor,1,4906
RUSS BUILDERS,RUSSBB*865DO,General Contractor,1,50000
RYNO CONSTRUCTION LLC,RYNOCCL824NM,General Contractor,1,75000
Randi F Kearn,AGCONCR786K5,Single Family/Duplex,1,350000
Redell Home Remodeling LLC,REDELHR864QP,General Contractor,1,5000
Reliant Group Inc,RELIAGI841RA,General Contractor,1,38318
Remoqual Inc,REMOQI*864JW,General Contractor,1,50000
Rex GeRoy Construction LLC,REXGEGC866NQ,General Contractor,1,17323
Rich Wochab,,Single Family/Duplex,1,5000
Rife Construction Services LLC,RIFECCS877KP,General Contractor,1,200000
Ryan Balas,BALASC*822DW,Commercial,1,50000
S&E REMODELING INC,SEREMRI822BE,General Contractor,1,20000
S&K Contracting Inc,SKCONCI851KH,General Contractor,1,100000
S&O REMODELING LLC,SOREMRL761BU,General Contractor,1,25000
SABER CONSTRUCTION INC,SABERCI971JD,General Contractor,1,98500
SACO CONSTRUCTION CORP,SACOCCC964M2,General Contractor,1,150000
SAGE AND STONE LLC,SAGESSL854L4,General Contractor,1,25000
SAGE BUILT LLC,SAGEBBL799NF,General Contractor,1,108101
SAGEWATER LLC,SAGEWL*7771K,General Contractor,1,15000
